,name,addr,grade,review
422,스시비쇼쿠,서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 1층,3.7,가성 비 좋음 쉐프 님 친절 근데 숙성 스타일 제 스타일 아님 흰 살생 선류 비린게 특징 같음 
423,돈우네정육식당,서울 구로구 오리로 1154-15,3.4,
424,돈우네정육식당,서울 구로구 오리로 1154-15,3.4,계란찜 서비스 찌 무한리필 고기 직원 분들 친절하세요 
425,돈우네정육식당,서울 구로구 오리로 1154-15,3.4,인테리어 좀 낡은거 훌륭하고 가성 비 매우 좋은 곳 서비스 계란찜 맛있음 
426,베나레스 구로디지털점,서울 구로구 디지털로32길 79,3.5,서울 찾기 힘든 가성 비 좋은 맛있는 인도 요리 레스토랑 한국 다른 국가 비 인도 카레 평균 가격 책정 되게 높은 편이 생각 이 가격 양심 적 양도 많다고 생각 카레 스프 건더기 많이 샐러드 양 적지 이태원 강남 쪽 가면 가격 비싸고 양 인도 카레 집 너무 많아서 ㅜㅜ 리필 적 없지만 1 인 1 메뉴 카레 무제한 리 좋은 점 생각 
427,베나레스 구로디지털점,서울 구로구 디지털로32길 79,3.5,커리 맛있는데 서비스 영 별로 램 빈달루 커리 프라 운 마크 커리 추천 커리 파스타 기대하면 안된다 면 파스타 면 아니고 탱 글 쌀국수 같은 필 커리 주문 커리 아닌 랜덤 커리 작은 그릇 
428,베나레스 구로디지털점,서울 구로구 디지털로32길 79,3.5,맛있는데 빠듯 점심시간 음식 너무 아쉽 ㅠ 
429,황제꽃소 오류본점,서울 구로구 경인로 237 우분투포레스트 1층 102호,3.9,삼겹살 시 켯 비계 반 이상 불친절한 대응 가게 이전 전 자주 이전 이후 변해서 
430,황제꽃소 오류본점,서울 구로구 경인로 237 우분투포레스트 1층 102호,3.9,사장 님 이 신지 아주머니 신지 사람 대하 태도 뭔가 기분 나쁘네요 요식업 계 사람 나름 서비스 생각 기본 엉망 것 같네요 그리고 테이블 위생 상태 엉망 최악 요 
431,황제꽃소 오류본점,서울 구로구 경인로 237 우분투포레스트 1층 102호,3.9,여기 진짜 미쳤음 오류동역 근처 음식점 중 여기 최고다 고기 맛 맛 반찬 다 맛있음 소고기 세트 돼지 껍데기 추천 맛 가격 친절 갑 오브 갑 그리고 어디서 공기밥 천원 찌 음료수 병 당 천원 혜자 
432,스시히라,서울 구로구 경인로 619-3,3.6,점심 스시 오 마카 세 추천 3만 5천원 이었고 마지막 메뉴인 크림브륄레 좋았습니다 
433,스시히라,서울 구로구 경인로 619-3,3.6,소주 7천원 
434,스시히라,서울 구로구 경인로 619-3,3.6,소주 7천 
435,호우양꼬치 신도림점,서울 구로구 경인로67길 23 2층,2.6,두 번 두 번 다 괜찮았습니다 
436,호우양꼬치 신도림점,서울 구로구 경인로67길 23 2층,2.6,인생 양 꼬치 여기 종결 육질 향 그 어떤 양 꼬치 집 좋다 바로 우와 옥수수 냉면 덤 사장 님 좀 무뚝뚝하시긴 하지만 진짜 맛있다 여기 높은 서비스 기대하는 분 들 실망 스럽겠지만 맛 추구 다 면 단골 것 확신 
437,호우양꼬치 신도림점,서울 구로구 경인로67길 23 2층,2.6,적 없지만 자리 있는데 자리 없다고 문전 박대 당함 무안 별 한개 
438,우리들숯불갈비정육식당,서울 구로구 구로동 26,2.7,소주 4500원 맥주 5000원 공깃밥 2000원 
439,우리들숯불갈비정육식당,서울 구로구 구로동 26,2.7,서비스 아쉬움 매우 
440,우리들숯불갈비정육식당,서울 구로구 구로동 26,2.7,갈비 맛없음 공기밥 2 000원 
